pid,attribute,phase,calculation,value
"('CONTROL', 'CnOeEROhOZaX')",religion,phase_1,diversity,0.2266666666666666
"('CONTROL', 'CnOeEROhOZaX')",religion,phase_1,proportion,0.11903588161189828
"('CONTROL', 'CnOeEROhOZaX')",religion,phase_2,diversity,0.2266666666666666
"('CONTROL', 'CnOeEROhOZaX')",religion,phase_2,proportion,0.11903588161189828
"('CONTROL', 'CnOeEROhOZaX')",age,phase_1,diversity,0.3
"('CONTROL', 'CnOeEROhOZaX')",age,phase_1,proportion,0.4
"('CONTROL', 'CnOeEROhOZaX')",age,phase_2,diversity,0.3
"('CONTROL', 'CnOeEROhOZaX')",age,phase_2,proportion,0.5
"('CONTROL', 'CnOeEROhOZaX')",political_experience,phase_1,diversity,0.06617647058823528
"('CONTROL', 'CnOeEROhOZaX')",political_experience,phase_1,proportion,0.05626308025675674
"('CONTROL', 'CnOeEROhOZaX')",political_experience,phase_2,diversity,0.058823529411764684
"('CONTROL', 'CnOeEROhOZaX')",political_experience,phase_2,proportion,0.04368922340080308
"('CONTROL', 'CnOeEROhOZaX')",policy_strength_ban_abortion_after_6_weeks,phase_1,diversity,0.13333333333333333
"('CONTROL', 'CnOeEROhOZaX')",policy_strength_ban_abortion_after_6_weeks,phase_1,proportion,0.10462612863902145
"('CONTROL', 'CnOeEROhOZaX')",policy_strength_ban_abortion_after_6_weeks,phase_2,diversity,0.13333333333333333
"('CONTROL', 'CnOeEROhOZaX')",policy_strength_ban_abortion_after_6_weeks,phase_2,proportion,0.10462612863902145
"('CONTROL', 'ZY1tfYLxtiya')",id,phase_1,diversity,0.013014763014763045
"('CONTROL', 'ZY1tfYLxtiya')",id,phase_1,proportion,0.013014763014763045
"('CONTROL', 'ZY1tfYLxtiya')",id,phase_2,diversity,0.013014763014763045
"('CONTROL', 'ZY1tfYLxtiya')",id,phase_2,proportion,0.013014763014763045
"('CONTROL', 'ZY1tfYLxtiya')",party,phase_1,diversity,0.8
"('CONTROL', 'ZY1tfYLxtiya')",party,phase_1,proportion,0.8153846153846154
"('CONTROL', 'ZY1tfYLxtiya')",party,phase_1,ratio,0.1
"('CONTROL', 'ZY1tfYLxtiya')",party,phase_2,diversity,1.0
"('CONTROL', 'ZY1tfYLxtiya')",party,phase_2,proportion,1.0
"('CONTROL', 'ZY1tfYLxtiya')",party,phase_2,ratio,0.0
"('CONTROL', 'ZY1tfYLxtiya')",gender,phase_1,diversity,0.0
"('CONTROL', 'ZY1tfYLxtiya')",gender,phase_1,proportion,0.38461538461538464
"('CONTROL', 'ZY1tfYLxtiya')",gender,phase_1,ratio,0.5
"('CONTROL', 'ZY1tfYLxtiya')",gender,phase_2,diversity,0.4
"('CONTROL', 'ZY1tfYLxtiya')",gender,phase_2,proportion,0.6307692307692307
"('CONTROL', 'ZY1tfYLxtiya')",gender,phase_2,ratio,0.3
"('CONTROL', 'ZY1tfYLxtiya')",first_name,phase_1,diversity,0.017104567095750364
"('CONTROL', 'ZY1tfYLxtiya')",first_name,phase_1,proportion,0.017319230231869636
"('CONTROL', 'ZY1tfYLxtiya')",first_name,phase_2,diversity,0.01710456709575036
"('CONTROL', 'ZY1tfYLxtiya')",first_name,phase_2,proportion,0.017445154064519804
"('CONTROL', 'ZY1tfYLxtiya')",last_name,phase_1,diversity,0.013272543059777086
"('CONTROL', 'ZY1tfYLxtiya')",last_name,phase_1,proportion,0.013293768463082252
"('CONTROL', 'ZY1tfYLxtiya')",last_name,phase_2,diversity,0.013272543059777086
"('CONTROL', 'ZY1tfYLxtiya')",last_name,phase_2,proportion,0.013293768463082252
"('CONTROL', 'ZY1tfYLxtiya')",occupation,phase_1,diversity,0.09333333333333332
"('CONTROL', 'ZY1tfYLxtiya')",occupation,phase_1,proportion,0.17431762650004337
"('CONTROL', 'ZY1tfYLxtiya')",occupation,phase_2,diversity,0.09333333333333332
"('CONTROL', 'ZY1tfYLxtiya')",occupation,phase_2,proportion,0.12903072367818905
"('CONTROL', 'ZY1tfYLxtiya')",religion,phase_1,diversity,0.2533333333333333
"('CONTROL', 'ZY1tfYLxtiya')",religion,phase_1,proportion,0.048481604426750785
"('CONTROL', 'ZY1tfYLxtiya')",religion,phase_2,diversity,0.2133333333333333
"('CONTROL', 'ZY1tfYLxtiya')",religion,phase_2,proportion,0.07958581499197943
"('CONTROL', 'ZY1tfYLxtiya')",age,phase_1,diversity,0.3
"('CONTROL', 'ZY1tfYLxtiya')",age,phase_1,proportion,0.3
"('CONTROL', 'ZY1tfYLxtiya')",age,phase_2,diversity,0.3
"('CONTROL', 'ZY1tfYLxtiya')",age,phase_2,proportion,0.4
"('CONTROL', 'ZY1tfYLxtiya')",political_experience,phase_1,diversity,0.0661764705882353
"('CONTROL', 'ZY1tfYLxtiya')",political_experience,phase_1,proportion,0.03369354774148925
"('CONTROL', 'ZY1tfYLxtiya')",political_experience,phase_2,diversity,0.05882352941176469
"('CONTROL', 'ZY1tfYLxtiya')",political_experience,phase_2,proportion,0.04517687254725959
"('CONTROL', 'ZY1tfYLxtiya')",policy_strength_ban_abortion_after_6_weeks,phase_1,diversity,0.5666666666666668
"('CONTROL', 'ZY1tfYLxtiya')",policy_strength_ban_abortion_after_6_weeks,phase_1,proportion,0.6020892993656893
"('CONTROL', 'ZY1tfYLxtiya')",policy_strength_ban_abortion_after_6_weeks,phase_2,diversity,0.6666666666666666
"('CONTROL', 'ZY1tfYLxtiya')",policy_strength_ban_abortion_after_6_weeks,phase_2,proportion,0.6934316824727783
"('CONTROL', 'gPCb7Uy0pEM0')",id,phase_1,diversity,0.013014763014763056
"('CONTROL', 'gPCb7Uy0pEM0')",id,phase_1,proportion,0.013014763014763056
"('CONTROL', 'gPCb7Uy0pEM0')",id,phase_2,diversity,0.013014763014763056
"('CONTROL', 'gPCb7Uy0pEM0')",id,phase_2,proportion,0.013014763014763056
"('CONTROL', 'gPCb7Uy0pEM0')",party,phase_1,diversity,0.0
"('CONTROL', 'gPCb7Uy0pEM0')",party,phase_1,proportion,0.0769230769230769
"('CONTROL', 'gPCb7Uy0pEM0')",party,phase_1,ratio,0.5
"('CONTROL', 'gPCb7Uy0pEM0')",party,phase_2,diversity,0.0
"('CONTROL', 'gPCb7Uy0pEM0')",party,phase_2,proportion,0.0769230769230769
"('CONTROL', 'gPCb7Uy0pEM0')",party,phase_2,ratio,0.5
"('CONTROL', 'gPCb7Uy0pEM0')",gender,phase_1,diversity,0.2
"('CONTROL', 'gPCb7Uy0pEM0')",gender,phase_1,proportion,0.26153846153846155
"('CONTROL', 'gPCb7Uy0pEM0')",gender,phase_1,ratio,0.6
"('CONTROL', 'gPCb7Uy0pEM0')",gender,phase_2,diversity,0.2
"('CONTROL', 'gPCb7Uy0pEM0')",gender,phase_2,proportion,0.26153846153846155
"('CONTROL', 'gPCb7Uy0pEM0')",gender,phase_2,ratio,0.6
"('CONTROL', 'gPCb7Uy0pEM0')",first_name,phase_1,diversity,0.017280902839005532
"('CONTROL', 'gPCb7Uy0pEM0')",first_name,phase_1,proportion,0.01670882281604158
"('CONTROL', 'gPCb7Uy0pEM0')",first_name,phase_2,diversity,0.017280902839005532
"('CONTROL', 'gPCb7Uy0pEM0')",first_name,phase_2,proportion,0.01670882281604158
"('CONTROL', 'gPCb7Uy0pEM0')",last_name,phase_1,diversity,0.013272543059777086
"('CONTROL', 'gPCb7Uy0pEM0')",last_name,phase_1,proportion,0.01329376846308225
"('CONTROL', 'gPCb7Uy0pEM0')",last_name,phase_2,diversity,0.013272543059777086
"('CONTROL', 'gPCb7Uy0pEM0')",last_name,phase_2,proportion,0.01329376846308225
"('CONTROL', 'gPCb7Uy0pEM0')",occupation,phase_1,diversity,0.19999999999999998
"('CONTROL', 'gPCb7Uy0pEM0')",occupation,phase_1,proportion,0.21723435234015961
"('CONTROL', 'gPCb7Uy0pEM0')",occupation,phase_2,diversity,0.19999999999999998
"('CONTROL', 'gPCb7Uy0pEM0')",occupation,phase_2,proportion,0.21723435234015961
"('CONTROL', 'gPCb7Uy0pEM0')",religion,phase_1,diversity,0.2266666666666666
"('CONTROL', 'gPCb7Uy0pEM0')",religion,phase_1,proportion,0.0826199956414402
"('CONTROL', 'gPCb7Uy0pEM0')",religion,phase_2,diversity,0.2266666666666666
"('CONTROL', 'gPCb7Uy0pEM0')",religion,phase_2,proportion,0.0826199956414402
"('CONTROL', 'gPCb7Uy0pEM0')",age,phase_1,diversity,0.4
"('CONTROL', 'gPCb7Uy0pEM0')",age,phase_1,proportion,0.2
"('CONTROL', 'gPCb7Uy0pEM0')",age,phase_2,diversity,0.4
"('CONTROL', 'gPCb7Uy0pEM0')",age,phase_2,proportion,0.2
"('CONTROL', 'gPCb7Uy0pEM0')",political_experience,phase_1,diversity,0.06617647058823528
"('CONTROL', 'gPCb7Uy0pEM0')",political_experience,phase_1,proportion,0.043951007342082994
"('CONTROL', 'gPCb7Uy0pEM0')",political_experience,phase_2,diversity,0.06617647058823528
"('CONTROL', 'gPCb7Uy0pEM0')",political_experience,phase_2,proportion,0.043951007342082994
"('CONTROL', 'gPCb7Uy0pEM0')",policy_strength_ban_abortion_after_6_weeks,phase_1,diversity,0.06666666666666668
"('CONTROL', 'gPCb7Uy0pEM0')",policy_strength_ban_abortion_after_6_weeks,phase_1,proportion,0.30069629537800363
"('CONTROL', 'gPCb7Uy0pEM0')",policy_strength_ban_abortion_after_6_weeks,phase_2,diversity,0.06666666666666668
"('CONTROL', 'gPCb7Uy0pEM0')",policy_strength_ban_abortion_after_6_weeks,phase_2,proportion,0.30069629537800363
"('CONTROL', 'hoMzF8Cf1Y5j')",id,phase_1,diversity,0.013014763014763044
"('CONTROL', 'hoMzF8Cf1Y5j')",id,phase_1,proportion,0.013014763014763044
"('CONTROL', 'hoMzF8Cf1Y5j')",id,phase_2,diversity,0.013014763014763044
"('CONTROL', 'hoMzF8Cf1Y5j')",id,phase_2,proportion,0.013014763014763044
"('CONTROL', 'hoMzF8Cf1Y5j')",party,phase_1,diversity,1.0
"('CONTROL', 'hoMzF8Cf1Y5j')",party,phase_1,proportion,1.0
