pid,attribute,phase,calculation,value
"('CONTROL', '0YhSRQx5Cdp5')",religion,phase_2,proportion,0.14206563719031700
"('CONTROL', '28brBef2NP77')",age,phase_1,AD,0.18414854500287300
"('CONTROL', '28brBef2NP77')",age,phase_1,diversity,0.4
"('CONTROL', '28brBef2NP77')",age,phase_1,proportion,0.3
"('CONTROL', '28brBef2NP77')",age,phase_2,AD,0.18414854500287300
"('CONTROL', '28brBef2NP77')",age,phase_2,diversity,0.4
"('CONTROL', '28brBef2NP77')",age,phase_2,proportion,0.3
"('CONTROL', '28brBef2NP77')",education,phase_1,AD,0.17684104085886200
"('CONTROL', '28brBef2NP77')",education,phase_1,diversity,0.12380952380952400
"('CONTROL', '28brBef2NP77')",education,phase_1,proportion,0.06958522360754210
"('CONTROL', '28brBef2NP77')",education,phase_2,AD,0.17684104085886200
"('CONTROL', '28brBef2NP77')",education,phase_2,diversity,0.12380952380952400
"('CONTROL', '28brBef2NP77')",education,phase_2,proportion,0.06958522360754210
"('CONTROL', '28brBef2NP77')",first_name,phase_1,AD,0.44161916710377600
"('CONTROL', '28brBef2NP77')",first_name,phase_1,diversity,0.021913580246913600
"('CONTROL', '28brBef2NP77')",first_name,phase_1,proportion,0.021536619109984100
"('CONTROL', '28brBef2NP77')",first_name,phase_2,AD,0.44161916710377600
"('CONTROL', '28brBef2NP77')",first_name,phase_2,diversity,0.021913580246913600
"('CONTROL', '28brBef2NP77')",first_name,phase_2,proportion,0.021536619109984100
"('CONTROL', '28brBef2NP77')",gender,phase_1,AD,0.98887739909471600
"('CONTROL', '28brBef2NP77')",gender,phase_1,diversity,0.2
"('CONTROL', '28brBef2NP77')",gender,phase_1,proportion,0.3103448275862070
"('CONTROL', '28brBef2NP77')",gender,phase_1,ratio,0.6
"('CONTROL', '28brBef2NP77')",gender,phase_2,AD,0.98887739909471600
"('CONTROL', '28brBef2NP77')",gender,phase_2,diversity,0.2
"('CONTROL', '28brBef2NP77')",gender,phase_2,proportion,0.3103448275862070
"('CONTROL', '28brBef2NP77')",gender,phase_2,ratio,0.6
"('CONTROL', '28brBef2NP77')",id,phase_1,AD,0.27016558971534900
"('CONTROL', '28brBef2NP77')",id,phase_1,diversity,0.0181818181818182
"('CONTROL', '28brBef2NP77')",id,phase_1,proportion,0.0181818181818182
"('CONTROL', '28brBef2NP77')",id,phase_2,AD,0.27016558971534900
"('CONTROL', '28brBef2NP77')",id,phase_2,diversity,0.0181818181818182
"('CONTROL', '28brBef2NP77')",id,phase_2,proportion,0.0181818181818182
"('CONTROL', '28brBef2NP77')",last_name,phase_1,AD,0.37421877425400900
"('CONTROL', '28brBef2NP77')",last_name,phase_1,diversity,0.018859649122807000
"('CONTROL', '28brBef2NP77')",last_name,phase_1,proportion,0.018947983233697500
"('CONTROL', '28brBef2NP77')",last_name,phase_2,AD,0.37421877425400900
"('CONTROL', '28brBef2NP77')",last_name,phase_2,diversity,0.018859649122807000
"('CONTROL', '28brBef2NP77')",last_name,phase_2,proportion,0.018947983233697500
"('CONTROL', '28brBef2NP77')",occupation,phase_1,AD,0.26537814014008300
"('CONTROL', '28brBef2NP77')",occupation,phase_1,diversity,0.06666666666666670
"('CONTROL', '28brBef2NP77')",occupation,phase_1,proportion,0.06263390382017990
"('CONTROL', '28brBef2NP77')",occupation,phase_2,AD,0.26537814014008300
"('CONTROL', '28brBef2NP77')",occupation,phase_2,diversity,0.06666666666666670
"('CONTROL', '28brBef2NP77')",occupation,phase_2,proportion,0.06263390382017990
"('CONTROL', '28brBef2NP77')",party,phase_1,AD,0.10073700406484600
"('CONTROL', '28brBef2NP77')",party,phase_1,diversity,0.0
"('CONTROL', '28brBef2NP77')",party,phase_1,proportion,0.03846153846153850
"('CONTROL', '28brBef2NP77')",party,phase_1,ratio,0.5
"('CONTROL', '28brBef2NP77')",party,phase_2,AD,0.10073700406484600
"('CONTROL', '28brBef2NP77')",party,phase_2,diversity,0.0
"('CONTROL', '28brBef2NP77')",party,phase_2,proportion,0.03846153846153850
"('CONTROL', '28brBef2NP77')",party,phase_2,ratio,0.5
"('CONTROL', '28brBef2NP77')",policy_strength_ban_abortion_after_6_weeks,phase_1,AD,0.0
"('CONTROL', '28brBef2NP77')",policy_strength_ban_abortion_after_6_weeks,phase_1,diversity,0.12380952380952400
"('CONTROL', '28brBef2NP77')",policy_strength_ban_abortion_after_6_weeks,phase_1,proportion,0.11896239711221700
"('CONTROL', '28brBef2NP77')",policy_strength_ban_abortion_after_6_weeks,phase_2,AD,0.0
"('CONTROL', '28brBef2NP77')",policy_strength_ban_abortion_after_6_weeks,phase_2,diversity,0.12380952380952400
"('CONTROL', '28brBef2NP77')",policy_strength_ban_abortion_after_6_weeks,phase_2,proportion,0.11896239711221700
"('CONTROL', '28brBef2NP77')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,AD,0.0
"('CONTROL', '28brBef2NP77')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,diversity,0.09047619047619050
"('CONTROL', '28brBef2NP77')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,proportion,0.03726622657859350
"('CONTROL', '28brBef2NP77')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,AD,0.0
"('CONTROL', '28brBef2NP77')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,diversity,0.09047619047619050
"('CONTROL', '28brBef2NP77')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,proportion,0.03726622657859350
"('CONTROL', '28brBef2NP77')",policy_strength_budget_for_free_school_lunch_program,phase_1,AD,0.0
"('CONTROL', '28brBef2NP77')",policy_strength_budget_for_free_school_lunch_program,phase_1,diversity,0.10476190476190500
"('CONTROL', '28brBef2NP77')",policy_strength_budget_for_free_school_lunch_program,phase_1,proportion,0.07931564684049530
"('CONTROL', '28brBef2NP77')",policy_strength_budget_for_free_school_lunch_program,phase_2,AD,0.0
"('CONTROL', '28brBef2NP77')",policy_strength_budget_for_free_school_lunch_program,phase_2,diversity,0.10476190476190500
"('CONTROL', '28brBef2NP77')",policy_strength_budget_for_free_school_lunch_program,phase_2,proportion,0.07931564684049530
"('CONTROL', '28brBef2NP77')",policy_strength_increase_budget_for_medicare_coverage,phase_1,AD,0.97066382342993600
"('CONTROL', '28brBef2NP77')",policy_strength_increase_budget_for_medicare_coverage,phase_1,diversity,0.09047619047619050
"('CONTROL', '28brBef2NP77')",policy_strength_increase_budget_for_medicare_coverage,phase_1,proportion,0.10951143694240900
"('CONTROL', '28brBef2NP77')",policy_strength_increase_budget_for_medicare_coverage,phase_2,AD,0.97066382342993600
"('CONTROL', '28brBef2NP77')",policy_strength_increase_budget_for_medicare_coverage,phase_2,diversity,0.09047619047619050
"('CONTROL', '28brBef2NP77')",policy_strength_increase_budget_for_medicare_coverage,phase_2,proportion,0.10951143694240900
"('CONTROL', '28brBef2NP77')",policy_strength_increase_budget_for_veterans_affairs,phase_1,AD,0.0
"('CONTROL', '28brBef2NP77')",policy_strength_increase_budget_for_veterans_affairs,phase_1,diversity,0.10952380952381000
"('CONTROL', '28brBef2NP77')",policy_strength_increase_budget_for_veterans_affairs,phase_1,proportion,0.06519506650615860
"('CONTROL', '28brBef2NP77')",policy_strength_increase_budget_for_veterans_affairs,phase_2,AD,0.0
"('CONTROL', '28brBef2NP77')",policy_strength_increase_budget_for_veterans_affairs,phase_2,diversity,0.10952380952381000
"('CONTROL', '28brBef2NP77')",policy_strength_increase_budget_for_veterans_affairs,phase_2,proportion,0.06519506650615860
"('CONTROL', '28brBef2NP77')",policy_strength_increase_gun_control_legislation,phase_1,AD,0.0
"('CONTROL', '28brBef2NP77')",policy_strength_increase_gun_control_legislation,phase_1,diversity,0.09047619047619050
"('CONTROL', '28brBef2NP77')",policy_strength_increase_gun_control_legislation,phase_1,proportion,0.05669252341165390
"('CONTROL', '28brBef2NP77')",policy_strength_increase_gun_control_legislation,phase_2,AD,0.0
"('CONTROL', '28brBef2NP77')",policy_strength_increase_gun_control_legislation,phase_2,diversity,0.09047619047619050
"('CONTROL', '28brBef2NP77')",policy_strength_increase_gun_control_legislation,phase_2,proportion,0.05669252341165390
"('CONTROL', '28brBef2NP77')",policy_strength_legalize_medical_marijuana,phase_1,AD,0.0
"('CONTROL', '28brBef2NP77')",policy_strength_legalize_medical_marijuana,phase_1,diversity,0.15714285714285700
"('CONTROL', '28brBef2NP77')",policy_strength_legalize_medical_marijuana,phase_1,proportion,0.07225372598939410
"('CONTROL', '28brBef2NP77')",policy_strength_legalize_medical_marijuana,phase_2,AD,0.0
"('CONTROL', '28brBef2NP77')",policy_strength_legalize_medical_marijuana,phase_2,diversity,0.15714285714285700
"('CONTROL', '28brBef2NP77')",policy_strength_legalize_medical_marijuana,phase_2,proportion,0.07225372598939410
"('CONTROL', '28brBef2NP77')",political_experience,phase_1,AD,0.010816952652013200
"('CONTROL', '28brBef2NP77')",political_experience,phase_1,diversity,0.3
"('CONTROL', '28brBef2NP77')",political_experience,phase_1,proportion,0.1
"('CONTROL', '28brBef2NP77')",political_experience,phase_2,AD,0.010816952652013200
"('CONTROL', '28brBef2NP77')",political_experience,phase_2,diversity,0.3
"('CONTROL', '28brBef2NP77')",political_experience,phase_2,proportion,0.1
"('CONTROL', '28brBef2NP77')",religion,phase_1,AD,0.90978677588350000
"('CONTROL', '28brBef2NP77')",religion,phase_1,diversity,0.21333333333333300
"('CONTROL', '28brBef2NP77')",religion,phase_1,proportion,0.06197013829686470
"('CONTROL', '28brBef2NP77')",religion,phase_2,AD,0.90978677588350000
"('CONTROL', '28brBef2NP77')",religion,phase_2,diversity,0.21333333333333300
"('CONTROL', '28brBef2NP77')",religion,phase_2,proportion,0.06197013829686470
"('CONTROL', '531UXi27EEuE')",age,phase_1,AD,0.13918298236746200
"('CONTROL', '531UXi27EEuE')",age,phase_1,diversity,0.4
"('CONTROL', '531UXi27EEuE')",age,phase_1,proportion,0.1
"('CONTROL', '531UXi27EEuE')",age,phase_2,AD,0.13918298236746200
"('CONTROL', '531UXi27EEuE')",age,phase_2,diversity,0.4
"('CONTROL', '531UXi27EEuE')",age,phase_2,proportion,0.1
"('CONTROL', '531UXi27EEuE')",education,phase_1,AD,0.2021738295106560
"('CONTROL', '531UXi27EEuE')",education,phase_1,diversity,0.12380952380952400
"('CONTROL', '531UXi27EEuE')",education,phase_1,proportion,0.06185426646785740
"('CONTROL', '531UXi27EEuE')",education,phase_2,AD,0.2021738295106560
"('CONTROL', '531UXi27EEuE')",education,phase_2,diversity,0.12380952380952400
"('CONTROL', '531UXi27EEuE')",education,phase_2,proportion,0.06185426646785740
"('CONTROL', '531UXi27EEuE')",first_name,phase_1,AD,0.44161916710377600
"('CONTROL', '531UXi27EEuE')",first_name,phase_1,diversity,0.02222222222222220
"('CONTROL', '531UXi27EEuE')",first_name,phase_1,proportion,0.02155697891870370
"('CONTROL', '531UXi27EEuE')",first_name,phase_2,AD,0.44161916710377600
"('CONTROL', '531UXi27EEuE')",first_name,phase_2,diversity,0.02222222222222220
"('CONTROL', '531UXi27EEuE')",first_name,phase_2,proportion,0.02155697891870370
"('CONTROL', '531UXi27EEuE')",gender,phase_1,AD,0.89007232924508000
"('CONTROL', '531UXi27EEuE')",gender,phase_1,diversity,0.4
"('CONTROL', '531UXi27EEuE')",gender,phase_1,proportion,0.1954022988505750
"('CONTROL', '531UXi27EEuE')",gender,phase_1,ratio,0.7
"('CONTROL', '531UXi27EEuE')",gender,phase_2,AD,0.89007232924508000
"('CONTROL', '531UXi27EEuE')",gender,phase_2,diversity,0.4
"('CONTROL', '531UXi27EEuE')",gender,phase_2,proportion,0.1954022988505750
"('CONTROL', '531UXi27EEuE')",gender,phase_2,ratio,0.7
"('CONTROL', '531UXi27EEuE')",id,phase_1,AD,0.27016558971534900
"('CONTROL', '531UXi27EEuE')",id,phase_1,diversity,0.0181818181818182
"('CONTROL', '531UXi27EEuE')",id,phase_1,proportion,0.0181818181818182
"('CONTROL', '531UXi27EEuE')",id,phase_2,AD,0.27016558971534900
"('CONTROL', '531UXi27EEuE')",id,phase_2,diversity,0.0181818181818182
"('CONTROL', '531UXi27EEuE')",id,phase_2,proportion,0.0181818181818182
"('CONTROL', '531UXi27EEuE')",last_name,phase_1,AD,0.24078119892491200
"('CONTROL', '531UXi27EEuE')",last_name,phase_1,diversity,0.018859649122807000
"('CONTROL', '531UXi27EEuE')",last_name,phase_1,proportion,0.018743987493987500
"('CONTROL', '531UXi27EEuE')",last_name,phase_2,AD,0.24078119892491200
"('CONTROL', '531UXi27EEuE')",last_name,phase_2,diversity,0.018859649122807000
"('CONTROL', '531UXi27EEuE')",last_name,phase_2,proportion,0.018743987493987500
"('CONTROL', '531UXi27EEuE')",occupation,phase_1,AD,0.16768525834518200
"('CONTROL', '531UXi27EEuE')",occupation,phase_1,diversity,0.04444444444444440
"('CONTROL', '531UXi27EEuE')",occupation,phase_1,proportion,0.07597710774861320
"('CONTROL', '531UXi27EEuE')",occupation,phase_2,AD,0.16768525834518200
"('CONTROL', '531UXi27EEuE')",occupation,phase_2,diversity,0.04444444444444440
"('CONTROL', '531UXi27EEuE')",occupation,phase_2,proportion,0.07597710774861320
"('CONTROL', '531UXi27EEuE')",party,phase_1,AD,0.99900310990356000
"('CONTROL', '531UXi27EEuE')",party,phase_1,diversity,1.0
"('CONTROL', '531UXi27EEuE')",party,phase_1,proportion,1.0
"('CONTROL', '531UXi27EEuE')",party,phase_1,ratio,0.0
"('CONTROL', '531UXi27EEuE')",party,phase_2,AD,0.99900310990356000
"('CONTROL', '531UXi27EEuE')",party,phase_2,diversity,1.0
"('CONTROL', '531UXi27EEuE')",party,phase_2,proportion,1.0
"('CONTROL', '531UXi27EEuE')",party,phase_2,ratio,0.0
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_abortion_after_6_weeks,phase_1,AD,1.0
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_abortion_after_6_weeks,phase_1,diversity,0.21904761904761900
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_abortion_after_6_weeks,phase_1,proportion,0.22203295382855200
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_abortion_after_6_weeks,phase_2,AD,1.0
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_abortion_after_6_weeks,phase_2,diversity,0.21904761904761900
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_abortion_after_6_weeks,phase_2,proportion,0.22203295382855200
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,AD,1.0
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,diversity,0.2380952380952380
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,proportion,0.24560732085795200
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,AD,1.0
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,diversity,0.2380952380952380
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,proportion,0.24560732085795200
"('CONTROL', '531UXi27EEuE')",policy_strength_budget_for_free_school_lunch_program,phase_1,AD,0.0
"('CONTROL', '531UXi27EEuE')",policy_strength_budget_for_free_school_lunch_program,phase_1,diversity,0.17142857142857100
"('CONTROL', '531UXi27EEuE')",policy_strength_budget_for_free_school_lunch_program,phase_1,proportion,0.16955727997793100
"('CONTROL', '531UXi27EEuE')",policy_strength_budget_for_free_school_lunch_program,phase_2,AD,0.0
"('CONTROL', '531UXi27EEuE')",policy_strength_budget_for_free_school_lunch_program,phase_2,diversity,0.17142857142857100
"('CONTROL', '531UXi27EEuE')",policy_strength_budget_for_free_school_lunch_program,phase_2,proportion,0.16955727997793100
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_medicare_coverage,phase_1,AD,0.0
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_medicare_coverage,phase_1,diversity,0.1904761904761910
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_medicare_coverage,phase_1,proportion,0.18746619526931700
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_medicare_coverage,phase_2,AD,0.0
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_medicare_coverage,phase_2,diversity,0.1904761904761910
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_medicare_coverage,phase_2,proportion,0.18746619526931700
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_veterans_affairs,phase_1,AD,0.0
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_veterans_affairs,phase_1,diversity,0.20476190476190500
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_veterans_affairs,phase_1,proportion,0.187542556979929
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_veterans_affairs,phase_2,AD,0.0
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_veterans_affairs,phase_2,diversity,0.20476190476190500
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_veterans_affairs,phase_2,proportion,0.187542556979929
