pid,attribute,phase,calculation,value
"('CONTROL', '531UXi27EEuE')",occupation,phase_1,proportion,0.07597710774861316
"('CONTROL', '531UXi27EEuE')",occupation,phase_2,diversity,0.04444444444444444
"('CONTROL', '531UXi27EEuE')",occupation,phase_2,proportion,0.07597710774861316
"('CONTROL', '531UXi27EEuE')",education,phase_1,diversity,0.12380952380952381
"('CONTROL', '531UXi27EEuE')",education,phase_1,proportion,0.06185426646785742
"('CONTROL', '531UXi27EEuE')",education,phase_2,diversity,0.12380952380952381
"('CONTROL', '531UXi27EEuE')",education,phase_2,proportion,0.06185426646785742
"('CONTROL', '531UXi27EEuE')",religion,phase_1,diversity,0.2933333333333333
"('CONTROL', '531UXi27EEuE')",religion,phase_1,proportion,0.03976384690898757
"('CONTROL', '531UXi27EEuE')",religion,phase_2,diversity,0.2933333333333333
"('CONTROL', '531UXi27EEuE')",religion,phase_2,proportion,0.03976384690898757
"('CONTROL', '531UXi27EEuE')",age,phase_1,diversity,0.4
"('CONTROL', '531UXi27EEuE')",age,phase_1,proportion,0.1
"('CONTROL', '531UXi27EEuE')",age,phase_2,diversity,0.4
"('CONTROL', '531UXi27EEuE')",age,phase_2,proportion,0.1
"('CONTROL', '531UXi27EEuE')",political_experience,phase_1,diversity,0.2
"('CONTROL', '531UXi27EEuE')",political_experience,phase_1,proportion,0.1
"('CONTROL', '531UXi27EEuE')",political_experience,phase_2,diversity,0.2
"('CONTROL', '531UXi27EEuE')",political_experience,phase_2,proportion,0.1
"('CONTROL', '531UXi27EEuE')",policy_strength_legalize_medical_marijuana,phase_1,diversity,0.20476190476190478
"('CONTROL', '531UXi27EEuE')",policy_strength_legalize_medical_marijuana,phase_1,proportion,0.20376960169131628
"('CONTROL', '531UXi27EEuE')",policy_strength_legalize_medical_marijuana,phase_2,diversity,0.20476190476190478
"('CONTROL', '531UXi27EEuE')",policy_strength_legalize_medical_marijuana,phase_2,proportion,0.20376960169131628
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_abortion_after_6_weeks,phase_1,diversity,0.21904761904761907
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_abortion_after_6_weeks,phase_1,proportion,0.22203295382855165
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_abortion_after_6_weeks,phase_2,diversity,0.21904761904761907
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_abortion_after_6_weeks,phase_2,proportion,0.22203295382855165
"('CONTROL', '531UXi27EEuE')",policy_strength_budget_for_free_school_lunch_program,phase_1,diversity,0.17142857142857146
"('CONTROL', '531UXi27EEuE')",policy_strength_budget_for_free_school_lunch_program,phase_1,proportion,0.16955727997793119
"('CONTROL', '531UXi27EEuE')",policy_strength_budget_for_free_school_lunch_program,phase_2,diversity,0.17142857142857146
"('CONTROL', '531UXi27EEuE')",policy_strength_budget_for_free_school_lunch_program,phase_2,proportion,0.16955727997793119
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_gun_control_legislation,phase_1,diversity,0.17142857142857146
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_gun_control_legislation,phase_1,proportion,0.17537327931045493
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_gun_control_legislation,phase_2,diversity,0.17142857142857146
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_gun_control_legislation,phase_2,proportion,0.17537327931045493
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,diversity,0.2380952380952381
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,proportion,0.24560732085795164
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,diversity,0.2380952380952381
"('CONTROL', '531UXi27EEuE')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,proportion,0.24560732085795164
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_medicare_coverage,phase_1,diversity,0.1904761904761905
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_medicare_coverage,phase_1,proportion,0.18746619526931654
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_medicare_coverage,phase_2,diversity,0.1904761904761905
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_medicare_coverage,phase_2,proportion,0.18746619526931654
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_veterans_affairs,phase_1,diversity,0.20476190476190478
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_veterans_affairs,phase_1,proportion,0.187542556979929
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_veterans_affairs,phase_2,diversity,0.20476190476190478
"('CONTROL', '531UXi27EEuE')",policy_strength_increase_budget_for_veterans_affairs,phase_2,proportion,0.187542556979929
"('CONTROL', '6XiVahmAR94D')",id,phase_1,diversity,0.0181818181818182
"('CONTROL', '6XiVahmAR94D')",id,phase_1,proportion,0.0181818181818182
"('CONTROL', '6XiVahmAR94D')",id,phase_2,diversity,0.0181818181818182
"('CONTROL', '6XiVahmAR94D')",id,phase_2,proportion,0.0181818181818182
"('CONTROL', '6XiVahmAR94D')",party,phase_1,diversity,0.6
"('CONTROL', '6XiVahmAR94D')",party,phase_1,proportion,0.6153846153846154
"('CONTROL', '6XiVahmAR94D')",party,phase_1,ratio,0.2
"('CONTROL', '6XiVahmAR94D')",party,phase_2,diversity,0.6
"('CONTROL', '6XiVahmAR94D')",party,phase_2,proportion,0.6153846153846154
"('CONTROL', '6XiVahmAR94D')",party,phase_2,ratio,0.2
"('CONTROL', '6XiVahmAR94D')",gender,phase_1,diversity,0.0
"('CONTROL', '6XiVahmAR94D')",gender,phase_1,proportion,0.4252873563218391
"('CONTROL', '6XiVahmAR94D')",gender,phase_1,ratio,0.5
"('CONTROL', '6XiVahmAR94D')",gender,phase_2,diversity,0.0
"('CONTROL', '6XiVahmAR94D')",gender,phase_2,proportion,0.4252873563218391
"('CONTROL', '6XiVahmAR94D')",gender,phase_2,ratio,0.5
"('CONTROL', '6XiVahmAR94D')",first_name,phase_1,diversity,0.021913580246913568
"('CONTROL', '6XiVahmAR94D')",first_name,phase_1,proportion,0.0217783918385293
"('CONTROL', '6XiVahmAR94D')",first_name,phase_2,diversity,0.021913580246913568
"('CONTROL', '6XiVahmAR94D')",first_name,phase_2,proportion,0.0217783918385293
"('CONTROL', '6XiVahmAR94D')",last_name,phase_1,diversity,0.018859649122807045
"('CONTROL', '6XiVahmAR94D')",last_name,phase_1,proportion,0.018743987493987504
"('CONTROL', '6XiVahmAR94D')",last_name,phase_2,diversity,0.018859649122807045
"('CONTROL', '6XiVahmAR94D')",last_name,phase_2,proportion,0.018743987493987504
"('CONTROL', '6XiVahmAR94D')",occupation,phase_1,diversity,0.0888888888888889
"('CONTROL', '6XiVahmAR94D')",occupation,phase_1,proportion,0.07106298247957224
"('CONTROL', '6XiVahmAR94D')",occupation,phase_2,diversity,0.0888888888888889
"('CONTROL', '6XiVahmAR94D')",occupation,phase_2,proportion,0.07106298247957224
"('CONTROL', '6XiVahmAR94D')",education,phase_1,diversity,0.15714285714285717
"('CONTROL', '6XiVahmAR94D')",education,phase_1,proportion,0.08766840624768672
"('CONTROL', '6XiVahmAR94D')",education,phase_2,diversity,0.15714285714285717
"('CONTROL', '6XiVahmAR94D')",education,phase_2,proportion,0.08766840624768672
"('CONTROL', '6XiVahmAR94D')",religion,phase_1,diversity,0.25333333333333335
"('CONTROL', '6XiVahmAR94D')",religion,phase_1,proportion,0.02889428169159627
"('CONTROL', '6XiVahmAR94D')",religion,phase_2,diversity,0.25333333333333335
"('CONTROL', '6XiVahmAR94D')",religion,phase_2,proportion,0.02889428169159627
"('CONTROL', '6XiVahmAR94D')",age,phase_1,diversity,0.5
"('CONTROL', '6XiVahmAR94D')",age,phase_1,proportion,0.3
"('CONTROL', '6XiVahmAR94D')",age,phase_2,diversity,0.5
"('CONTROL', '6XiVahmAR94D')",age,phase_2,proportion,0.3
"('CONTROL', '6XiVahmAR94D')",political_experience,phase_1,diversity,0.3
"('CONTROL', '6XiVahmAR94D')",political_experience,phase_1,proportion,0.1
"('CONTROL', '6XiVahmAR94D')",political_experience,phase_2,diversity,0.3
"('CONTROL', '6XiVahmAR94D')",political_experience,phase_2,proportion,0.1
"('CONTROL', '6XiVahmAR94D')",policy_strength_legalize_medical_marijuana,phase_1,diversity,0.15714285714285717
"('CONTROL', '6XiVahmAR94D')",policy_strength_legalize_medical_marijuana,phase_1,proportion,0.1119669085597195
"('CONTROL', '6XiVahmAR94D')",policy_strength_legalize_medical_marijuana,phase_2,diversity,0.15714285714285717
"('CONTROL', '6XiVahmAR94D')",policy_strength_legalize_medical_marijuana,phase_2,proportion,0.1119669085597195
"('CONTROL', '6XiVahmAR94D')",policy_strength_ban_abortion_after_6_weeks,phase_1,diversity,0.11904761904761907
"('CONTROL', '6XiVahmAR94D')",policy_strength_ban_abortion_after_6_weeks,phase_1,proportion,0.15490089873498444
"('CONTROL', '6XiVahmAR94D')",policy_strength_ban_abortion_after_6_weeks,phase_2,diversity,0.11904761904761907
"('CONTROL', '6XiVahmAR94D')",policy_strength_ban_abortion_after_6_weeks,phase_2,proportion,0.15490089873498444
"('CONTROL', '6XiVahmAR94D')",policy_strength_budget_for_free_school_lunch_program,phase_1,diversity,0.1380952380952381
"('CONTROL', '6XiVahmAR94D')",policy_strength_budget_for_free_school_lunch_program,phase_1,proportion,0.11640525052195173
"('CONTROL', '6XiVahmAR94D')",policy_strength_budget_for_free_school_lunch_program,phase_2,diversity,0.1380952380952381
"('CONTROL', '6XiVahmAR94D')",policy_strength_budget_for_free_school_lunch_program,phase_2,proportion,0.11640525052195173
"('CONTROL', '6XiVahmAR94D')",policy_strength_increase_gun_control_legislation,phase_1,diversity,0.12380952380952381
"('CONTROL', '6XiVahmAR94D')",policy_strength_increase_gun_control_legislation,phase_1,proportion,0.09916925573801029
"('CONTROL', '6XiVahmAR94D')",policy_strength_increase_gun_control_legislation,phase_2,diversity,0.12380952380952381
"('CONTROL', '6XiVahmAR94D')",policy_strength_increase_gun_control_legislation,phase_2,proportion,0.09916925573801029
"('CONTROL', '6XiVahmAR94D')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,diversity,0.14285714285714285
"('CONTROL', '6XiVahmAR94D')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,proportion,0.13727654940623557
"('CONTROL', '6XiVahmAR94D')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,diversity,0.14285714285714285
"('CONTROL', '6XiVahmAR94D')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,proportion,0.13727654940623557
"('CONTROL', '6XiVahmAR94D')",policy_strength_increase_budget_for_medicare_coverage,phase_1,diversity,0.12380952380952381
"('CONTROL', '6XiVahmAR94D')",policy_strength_increase_budget_for_medicare_coverage,phase_1,proportion,0.15435944607613275
"('CONTROL', '6XiVahmAR94D')",policy_strength_increase_budget_for_medicare_coverage,phase_2,diversity,0.12380952380952381
"('CONTROL', '6XiVahmAR94D')",policy_strength_increase_budget_for_medicare_coverage,phase_2,proportion,0.15435944607613275
"('CONTROL', '6XiVahmAR94D')",policy_strength_increase_budget_for_veterans_affairs,phase_1,diversity,0.1380952380952381
"('CONTROL', '6XiVahmAR94D')",policy_strength_increase_budget_for_veterans_affairs,phase_1,proportion,0.13555585320751093
"('CONTROL', '6XiVahmAR94D')",policy_strength_increase_budget_for_veterans_affairs,phase_2,diversity,0.1380952380952381
"('CONTROL', '6XiVahmAR94D')",policy_strength_increase_budget_for_veterans_affairs,phase_2,proportion,0.13555585320751093
"('CONTROL', '9xOrWE8cZEqz')",id,phase_1,diversity,0.018181818181818202
"('CONTROL', '9xOrWE8cZEqz')",id,phase_1,proportion,0.018181818181818202
"('CONTROL', '9xOrWE8cZEqz')",id,phase_2,diversity,0.018181818181818202
"('CONTROL', '9xOrWE8cZEqz')",id,phase_2,proportion,0.018181818181818202
"('CONTROL', '9xOrWE8cZEqz')",party,phase_1,diversity,0.6
